Zmienna,Wspolczynnik_Logit,Iloraz_Szans_OR,CI_Dolne_95_OR,CI_Gorne_95_OR,P_value,P_value_opis
Dep_AirportDEN,0.03164963269821581,1.0321558082998417,1.0206055330688282,1.0438367989283224,3.5408645910263804e-8,<0.001
Dep_AirportDFW,0.09810374342964445,1.1030772161862388,1.089004725868689,1.1173315560210892,1.0560708968013236e-50,<0.001
Dep_AirportDSM,0.19943541040152463,1.2207133614987684,1.2199535478195813,1.2214736484064879,0,<0.001
Dep_AirportDTW,0.03851283427114363,1.0392640664692103,1.020348553763299,1.0585302403483137,3.965526565847648e-5,<0.001
Dep_AirportEWR,0.10052578226961671,1.1057521501366339,1.0873395458816022,1.1244765465974549,8.563399109790332e-32,<0.001
Dep_AirportFAR,0.035290431064785174,1.0359205286159576,1.0355625759776899,1.0362786049841617,0,<0.001
Dep_AirportFSD,0.09360311568148057,1.0981238312906243,1.0978307731878925,1.0984169676231286,0,<0.001
Dep_AirportHNL,-0.23077153671783998,0.7939208270752135,0.7824775668051858,0.8055314380926144,4.4464733508565465e-213,<0.001
Dep_AirportIAD,-0.07160396640380023,0.93089949029133,0.9268352527387739,0.9349815498104489,9.831506022291049e-226,<0.001
Dep_AirportICT,0.31096370606975454,1.364739688520241,1.3643176106304018,1.365161896987992,0,<0.001
Dep_AirportIND,0.022764264297664625,1.0230253475207438,1.0206725661541012,1.025383552350643,1.1777670305102055e-83,<0.001
Dep_AirportJAC,0.4299416972517483,1.5371678998225682,1.536578612664694,1.5377574129756184,0,<0.001
Dep_AirportJAN,0.05950464411949734,1.0613106898217586,1.0610570484328765,1.0615643918425872,0,<0.001
Dep_AirportJFK,0.0966000296868101,1.1014197503062786,1.0832007110261013,1.1199452271551482,7.310770804691468e-30,<0.001
Dep_AirportLAS,0.1269716666448706,1.135384848063642,1.1207560675540331,1.1502045721919323,4.448666455885933e-82,<0.001
Dep_AirportLAX,-0.020264413004856437,0.9799395302920914,0.966029556750771,0.9940497951832655,0.00546622182401171,0.005
Dep_AirportLIT,0.23407880113624752,1.2637440727530551,1.2629045699220531,1.2645841336349346,0,<0.001
Dep_AirportMHT,0.094962770027848,1.099617915619643,1.0992767359246474,1.0999592012057036,0,<0.001
Dep_AirportMIA,0.048864651730697754,1.0500782148523096,1.031525795007817,1.0689643076730402,7.748999163815715e-8,<0.001
Dep_AirportMKE,0.09430516858821647,1.0988950430023736,1.0981174458129253,1.0996731908227144,0,<0.001
Dep_AirportMSP,-0.06974992621609853,0.9326270163135172,0.9145906143880798,0.9510191093966138,2.551936864618606e-12,<0.001
Dep_AirportMSY,0.05697670298795032,1.0586311471656198,1.0489219980258095,1.0684301672178491,8.233579251019852e-34,<0.001
Dep_AirportOKC,0.11812063028927929,1.1253798580774241,1.1247863685639163,1.125973660743556,0,<0.001
Dep_AirportOMA,0.05009372561997447,1.0513696320288786,1.050687835859949,1.0520518706184778,0,<0.001
Dep_AirportORD,0.01942863273138528,1.0196185968697042,1.006519368855263,1.032888303247388,0.0032295270314117593,0.003
Dep_AirportPDX,-0.08218654728474943,0.9211001139430225,0.9194099219563152,0.9227934130845296,0,<0.001
Dep_AirportPHL,0.0691686573560396,1.0716169299860672,1.050672454005442,1.0929789205521665,6.491988245417146e-12,<0.001
Dep_AirportPHX,-0.06919991361229234,0.9331401140193074,0.9195145911673217,0.9469675421752148,2.950960625818187e-20,<0.001
Dep_AirportPVD,0.05138132039366377,1.0527242419794902,1.05224202440266,1.0532066805452054,0,<0.001
Dep_AirportPWM,0.08778982067121541,1.091758632815458,1.0913102858538568,1.092207163973067,0,<0.001
Dep_AirportSEA,-0.18072016193453824,0.83466889814741,0.8220242948086942,0.8475080042454763,4.1578646929368174e-119,<0.001
Dep_AirportSLC,-0.08268533315156217,0.9206407967842444,0.902721415797315,0.9389158846474431,1.6516386509864158e-16,<0.001
Dep_AirportSTL,-0.006761921620527542,0.9932608887285842,0.9717108067868344,1.0152888968480123,0.5457056429817855,0.546
Month2,-0.10500174919153019,0.9003229477476137,0.888896749456655,0.9118960224980307,2.0647107369768124e-58,<0.001
Month3,-0.015306877972521248,0.9848096768295964,0.9740595240637933,0.995678473047502,0.006268900951090894,0.006
Month4,0.025382475245590175,1.0257073531818182,1.0152472652863047,1.036275211314714,1.2130664419457426e-6,<0.001
Month5,-0.12885304347359955,0.879103145998079,0.8702655037853094,0.8880305354426314,6.840937543456577e-138,<0.001
Month6,0.17500221532589563,1.191248855613873,1.180406010959925,1.2021912992863775,5.783237013356348e-308,<0.001
Month7,0.30695363560231254,1.3592779445077803,1.3465470729098499,1.3721291795856836,0,<0.001
Month8,0.08844444036928635,1.0924735534970882,1.081828023633374,1.1032238387411433,3.9790745177983814e-70,<0.001
Month9,-0.06734055375142914,0.9348767713269875,0.9253191995804232,0.9445330627129284,9.259871878191213e-38,<0.001
Month10,-0.265086550785643,0.7671395505716371,0.7589961084983519,0.7753703654892075,0,<0.001
Month11,-0.36419214669643085,0.6947576865224544,0.6860944233313138,0.7035303400927714,0,<0.001
Month12,-0.24063128324117658,0.7861314327907313,0.7764535489870543,0.7959299438167833,3.3675514e-317,<0.001
DepTime_labelEvening,0.23905354036477577,1.2700465335182167,1.2610365657252858,1.279120876541681,0,<0.001
DepTime_labelMorning,-0.3626313199010041,0.6958429296538662,0.6906120728982081,0.7011134061374034,0,<0.001
DepTime_labelNight,-0.6218431111797922,0.5369538593409847,0.5357184653926003,0.538192102170463,0,<0.001
AirlineAllegiant Air,0.3075128169204245,1.3600382398921471,1.355929597616542,1.3641593318859224,0,<0.001
AirlineAmerican Airlines Inc.,0.33464839161124416,1.3974489440585232,1.3849429217507199,1.4100678956369173,0,<0.001
AirlineAmerican Eagle Airlines Inc.,0.032103060495104536,1.0326239225540323,1.013628180065796,1.051975651822999,7.01653136411104e-4,<0.001
AirlineDelta Air Lines Inc,0.025998212947075654,1.0263391143494875,1.0172349584637808,1.0355247515622976,1.0717520466276341e-8,<0.001
AirlineEndeavor Air,0.2641943689529622,1.3023813141933647,1.2775772754137433,1.327666920978007,9.945231171903475e-160,<0.001
AirlineFrontier Airlines Inc.,0.6727832558374914,1.9596840393561903,1.9282401598141283,1.9916406753386904,0,<0.001
AirlineHawaiian Airlines Inc.,-0.15870010034090518,0.8532522106493937,0.8431333879537606,0.8634924738836279,7.361458269647566e-150,<0.001
AirlineJetBlue Airways,0.6593719850289724,1.9335776373140992,1.904835471608507,1.9627534951163377,0,<0.001
AirlinePSA Airlines,0.22100470176506318,1.2473292951995802,1.2289739079273365,1.2659588300674245,1.1245378253386112e-187,<0.001
AirlineRepublic Airways,0.23012712080946574,1.258760014351264,1.233080874669954,1.2849739269159413,3.724409458805061e-106,<0.001
AirlineSkywest Airlines Inc.,0.28210357511537565,1.3259160447822702,1.3090700936209723,1.3429787804166928,0,<0.001
AirlineSouthwest Airlines Co.,-0.15594944205567093,0.8556024467784038,0.8482999217011112,0.8629678350850097,1.6610027034239486e-278,<0.001
AirlineSpirit Air Lines,0.42263348498663994,1.525974900748211,1.5045840155238779,1.5476699032341656,0,<0.001
AirlineUnited Air Lines Inc.,0.14923704368887514,1.1609481520275418,1.1490259532682825,1.1729940545402724,1.2200312110800723e-176,<0.001
1_Male (0-15m)|2_Srednie (16-45m),-9.131265342095855,1.0822855227772917e-4,1.0819427366520481e-4,1.0826284175056282e-4,0,<0.001
2_Srednie (16-45m)|3_Duze (>45m),-7.818551404064504,4.022038919317523e-4,4.0078906114127523e-4,4.036237172352034e-4,0,<0.001
